molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL402709,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2cc(O)c(O)cc2C1=O,active,342.26300000000003,0.6759999999999997,4.0,7.0,6.0915149811213505
CHEMBL253394,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2ccc(O)c(O)c2C1=O,active,342.2630000000001,0.6759999999999997,4.0,7.0,6.221848749616356
CHEMBL252775,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2cccc(O)c2C1=O,inactive,326.26400000000007,0.9703999999999997,3.0,6.0,4.958607314841775
CHEMBL252570,O=C1c2c(ccc(O)c2O)CN1N1Cc2ccc(O)c(O)c2S1(=O)=O,intermediate,364.33500000000004,0.5843000000000003,4.0,7.0,5.920818753952375
CHEMBL253609,O=C1c2c(ccc(O)c2O)CN1N1Cc2ccc(O)c(O)c2C1=O,inactive,328.28000000000003,1.0358,4.0,6.0,4.3872161432802645
CHEMBL427715,O=C1c2c(ccc(O)c2O)CN1N(S(=O)(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(O)c(O)c1,active,524.4850000000002,0.8707999999999998,6.0,11.0,6.6777807052660805
CHEMBL400246,O=C1c2c(ccc(O)c2O)CN1N(S(=O)(=O)c1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1,inactive,496.4690000000001,2.3266,2.0,7.0,4.481486060122113
CHEMBL252161,O=C1c2c(ccc(O)c2O)CN1NS(=O)(=O)c1ccc(F)cc1,inactive,338.316,1.0862,3.0,5.0,4.6777807052660805
CHEMBL252160,O=C(NN1Cc2ccc(O)c(O)c2C1=O)c1ccc(F)cc1,inactive,302.26099999999997,1.5376999999999996,3.0,4.0,3.769551078621726
CHEMBL400055,O=C(NN1Cc2ccc(O)c(O)c2C1=O)c1cccc(O)c1O,intermediate,316.269,0.8097999999999994,5.0,6.0,5.221848749616356
CHEMBL252159,O=C(NN1Cc2ccc(O)c(O)c2C1=O)c1ccccc1O,inactive,300.27,1.1041999999999996,4.0,5.0,3.5331323796458904
CHEMBL399872,O=C(NN1Cc2ccc(O)c(O)c2C1=O)c1ccccc1,inactive,284.27099999999996,1.3985999999999996,3.0,4.0,3.8894102897007508
CHEMBL398846,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(CBr)c1,inactive,348.1959999999999,3.1487000000000025,2.0,3.0,4.431798275933005
CHEMBL253342,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(F)c(Cl)c1,inactive,307.70799999999997,3.0463000000000022,2.0,3.0,4.886056647693163
CHEMBL253138,O=C1c2c(ccc(O)c2O)CN1Cc1ccc(F)cc1,inactive,273.2629999999999,2.3929,2.0,3.0,3.549750891680639
CHEMBL443502,O=C1c2c(ccc(O)c2O)CN1Cc1cccc2ccccc12,inactive,305.33299999999997,3.407000000000002,2.0,3.0,4.214670164989233
CHEMBL253395,O=C1c2c(ccc(O)c2O)CN1/N=C/c1cccc(O)c1O,inactive,300.27,1.4989,4.0,6.0,4.060480747381382
CHEMBL404420,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2ccc(F)cc2C1=O,inactive,328.25500000000005,1.4039,2.0,5.0,3.7304870557820835
CHEMBL402709,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2cc(O)c(O)cc2C1=O,intermediate,342.26300000000003,0.6759999999999997,4.0,7.0,5.173925197299174
CHEMBL253394,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2ccc(O)c(O)c2C1=O,inactive,342.2630000000001,0.6759999999999997,4.0,7.0,4.107905397309519
CHEMBL252775,O=C1c2c(ccc(O)c2O)CN1N1C(=O)c2cccc(O)c2C1=O,inactive,326.26400000000007,0.9703999999999997,3.0,6.0,4.376750709602099
CHEMBL252570,O=C1c2c(ccc(O)c2O)CN1N1Cc2ccc(O)c(O)c2S1(=O)=O,intermediate,364.33500000000004,0.5843000000000003,4.0,7.0,5.154901959985743
CHEMBL253609,O=C1c2c(ccc(O)c2O)CN1N1Cc2ccc(O)c(O)c2C1=O,inactive,328.28000000000003,1.0358,4.0,6.0,3.906578314837765
CHEMBL427715,O=C1c2c(ccc(O)c2O)CN1N(S(=O)(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(O)c(O)c1,intermediate,524.4850000000002,0.8707999999999998,6.0,11.0,5.795880017344075
CHEMBL252161,O=C1c2c(ccc(O)c2O)CN1NS(=O)(=O)c1ccc(F)cc1,inactive,338.316,1.0862,3.0,5.0,4.161150909262744
CHEMBL254852,COc1cccc(C(=O)NNC(=O)c2cccc(OC)c2O)c1O,inactive,332.31200000000007,1.1897999999999995,4.0,6.0,3.6108339156354674
CHEMBL254646,COc1cccc(/C=N/NC(=O)c2cccc(O)c2O)c1OC,inactive,316.3130000000001,1.8788999999999996,3.0,6.0,3.9507819773298185
CHEMBL399581,O=C(N/N=C/c1cccc(O)c1O)c1cccc(O)c1O,inactive,288.259,1.2728999999999997,5.0,6.0,4.214670164989233
CHEMBL399480,O=C(NCCCNC(=O)c1cccc(O)c1O)c1cccc(O)c1O,inactive,346.33900000000006,1.0588999999999993,6.0,6.0,4.481486060122113
CHEMBL399272,O=C(NCCNC(=O)c1cccc(O)c1O)c1cccc(O)c1O,inactive,332.31200000000007,0.6687999999999996,6.0,6.0,4.070581074285707
CHEMBL428588,O=C(NNC(=O)c1cccc(O)c1O)c1cc2ccccc2cc1O,inactive,338.3190000000001,2.0314,5.0,5.0,4.142667503568732
CHEMBL252551,COc1cccc(C(=O)NNC(=O)c2cccc(O)c2O)c1O,inactive,318.285,0.8867999999999996,5.0,6.0,3.8601209135987635
CHEMBL255064,COc1cccc(C(=O)NN)c1O,inactive,182.17899999999997,0.0042999999999999705,3.0,4.0,3.4775557664936803
CHEMBL254854,COc1cccc(C(=O)NNC(=O)c2cccnc2)c1O,inactive,287.27500000000003,0.8705999999999998,3.0,5.0,3.4775557664936803
CHEMBL254646,COc1cccc(/C=N/NC(=O)c2cccc(O)c2O)c1OC,inactive,316.3130000000001,1.8788999999999996,3.0,6.0,3.4775557664936803
CHEMBL252757,NNC(=O)c1cccc(O)c1O,inactive,168.152,-0.2987000000000004,4.0,4.0,3.4775557664936803
CHEMBL253343,O=C1c2c(ccc(O)c2O)CN1Cc1cccc(Cc2ccccc2)c1,inactive,345.39799999999997,3.8446000000000033,2.0,3.0,3.764471553092451
CHEMBL270717,O=C(O)c1c[nH]c2ccc(Cc3cccc(Cl)c3F)cc2c1=O,active,331.7300000000001,3.609600000000002,2.0,2.0,7.361510743045363
CHEMBL408699,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@@H](CO)C(C)C,active,447.8900000000002,4.281000000000002,2.0,5.0,8.142667503568731
CHEMBL273128,CC(C)[C@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,active,417.8640000000001,4.272400000000004,2.0,4.0,8.086186147616283
CHEMBL203443,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2CCO,active,405.8090000000002,3.083900000000001,2.0,5.0,8.040958607678906
CHEMBL379664,O=C(O)c1cn(CCO)c2ccc(Cc3cccc(Cl)c3F)cc2c1=O,active,375.78300000000013,3.0753000000000013,2.0,4.0,7.616184634019569
CHEMBL272420,COc1ccc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)cc1OCc1ccccc1Cl,active,424.8480000000002,3.246800000000002,1.0,7.0,7.853871964321762
CHEMBL272420,COc1ccc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)cc1OCc1ccccc1Cl,active,424.8480000000002,3.246800000000002,1.0,7.0,8.301029995663981
CHEMBL405927,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccc2)nc1SCC(=O)O,active,380.8560000000001,5.117380000000003,1.0,4.0,7.221848749616356
CHEMBL272193,CCOc1cc(N(CC)CC)ccc1/C=C1\C(=O)N(c2nnn[nH]2)N=C1C,active,369.42900000000003,2.2507,1.0,7.0,7.187086643357144
CHEMBL272194,CC1=NN(c2nnn[nH]2)C(=O)/C1=C\c1cc(Cl)c(O)c(Cl)c1,active,339.14200000000005,2.0181999999999993,2.0,6.0,7.886056647693163
CHEMBL260096,CCOc1cc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)ccc1OC,active,328.3320000000001,1.4130999999999998,1.0,7.0,7.229147988357855
CHEMBL429327,CCOc1cc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)cc(Cl)c1OCC,active,376.8040000000002,2.456600000000001,1.0,7.0,8.397940008672037
CHEMBL412149,COc1cc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)cc(Cl)c1OC,active,348.7500000000001,1.6764000000000001,1.0,7.0,8.397940008672037
CHEMBL260960,COc1cccc(NC(=O)c2sc3[nH]c(=O)c(C(=O)O)cc3c2N)c1,active,359.3630000000001,2.1308999999999996,4.0,6.0,7.366531544420414
CHEMBL406595,Nc1c(C(=O)Nc2ccc(Cl)c(Cl)c2)sc2[nH]c(=O)c(C(=O)O)cc12,active,398.22700000000015,3.4291,4.0,5.0,8.301029995663981
CHEMBL406596,Cc1ccc(C(=O)O)cc1NC(=O)CSc1nc2ccccc2s1,active,358.4440000000001,4.033720000000002,2.0,5.0,7.769551078621726
CHEMBL409315,O=C(O)CN1C(=O)/C(=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)c2ccccc21,active,468.51200000000017,2.3851000000000004,2.0,6.0,7.180456064458132
CHEMBL272642,Cc1ccc2nc(-c3ccc(NC(=O)/C=C/C(=O)O)cc3)sc2c1,active,338.38800000000003,3.851020000000002,2.0,4.0,7.638272163982407
CHEMBL261833,O=C(O)c1ccccc1NC(=O)c1ccccc1S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1,active,488.52100000000013,5.2302000000000035,3.0,5.0,7.7447274948966935
CHEMBL272418,CCOc1cc(CNc2nn[nH]n2)cc(Cl)c1OCc1ccc(Cl)cc1,active,394.26200000000017,4.096300000000002,2.0,6.0,7.2839966563652006
CHEMBL407352,O=C(O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,active,303.29900000000004,2.5683000000000007,1.0,7.0,8.301029995663981
CHEMBL405927,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccc2)nc1SCC(=O)O,active,380.8560000000001,5.117380000000003,1.0,4.0,7.008773924307505
CHEMBL272193,CCOc1cc(N(CC)CC)ccc1/C=C1\C(=O)N(c2nnn[nH]2)N=C1C,active,369.42900000000003,2.2507,1.0,7.0,7.214670164989233
CHEMBL272194,CC1=NN(c2nnn[nH]2)C(=O)/C1=C\c1cc(Cl)c(O)c(Cl)c1,active,339.14200000000005,2.0181999999999993,2.0,6.0,7.958607314841775
CHEMBL260096,CCOc1cc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)ccc1OC,active,328.3320000000001,1.4130999999999998,1.0,7.0,7.1249387366083
CHEMBL429327,CCOc1cc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)cc(Cl)c1OCC,active,376.8040000000002,2.456600000000001,1.0,7.0,8.154901959985743
CHEMBL412149,COc1cc(/C=C2\C(=O)N(c3nnn[nH]3)N=C2C)cc(Cl)c1OC,active,348.7500000000001,1.6764000000000001,1.0,7.0,8.301029995663981
CHEMBL260960,COc1cccc(NC(=O)c2sc3[nH]c(=O)c(C(=O)O)cc3c2N)c1,active,359.3630000000001,2.1308999999999996,4.0,6.0,7.086186147616283
CHEMBL406595,Nc1c(C(=O)Nc2ccc(Cl)c(Cl)c2)sc2[nH]c(=O)c(C(=O)O)cc12,active,398.22700000000015,3.4291,4.0,5.0,7.853871964321762
CHEMBL406596,Cc1ccc(C(=O)O)cc1NC(=O)CSc1nc2ccccc2s1,active,358.4440000000001,4.033720000000002,2.0,5.0,7.200659450546418
CHEMBL409315,O=C(O)CN1C(=O)/C(=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)c2ccccc21,active,468.51200000000017,2.3851000000000004,2.0,6.0,7.036212172654444
CHEMBL272642,Cc1ccc2nc(-c3ccc(NC(=O)/C=C/C(=O)O)cc3)sc2c1,active,338.38800000000003,3.851020000000002,2.0,4.0,7.318758762624412
CHEMBL261833,O=C(O)c1ccccc1NC(=O)c1ccccc1S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1,active,488.52100000000013,5.2302000000000035,3.0,5.0,7.376750709602099
CHEMBL272418,CCOc1cc(CNc2nn[nH]n2)cc(Cl)c1OCc1ccc(Cl)cc1,active,394.26200000000017,4.096300000000002,2.0,6.0,7.0
CHEMBL407352,O=C(O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,active,303.29900000000004,2.5683000000000007,1.0,7.0,7.7447274948966935
CHEMBL272204,O=C(O)CSc1nc(Nc2ccccc2)nc(N2CCOCC2)n1,active,347.40000000000026,1.6284999999999998,2.0,8.0,7.0
CHEMBL258815,O=C(O)CSc1nc(-c2cccs2)cc(C(F)(F)F)n1,active,320.317,3.4006000000000007,1.0,5.0,7.0
CHEMBL258814,O=C(O)CSc1nc(-c2ccccc2)cc(C(F)(F)F)n1,active,314.288,3.339100000000001,1.0,4.0,7.0
CHEMBL272448,O=C(O)C1CCCCC1C(=O)Nc1ccc(Oc2cccc3ccccc23)cc1,active,389.4510000000001,5.461600000000004,2.0,3.0,7.0
CHEMBL272419,O=C(O)C(O)C(O)c1nc2cc3ccccc3cc2[nH]1,active,272.26,1.195,4.0,4.0,7.0
CHEMBL272204,O=C(O)CSc1nc(Nc2ccccc2)nc(N2CCOCC2)n1,active,347.40000000000026,1.6284999999999998,2.0,8.0,7.0
CHEMBL258815,O=C(O)CSc1nc(-c2cccs2)cc(C(F)(F)F)n1,active,320.317,3.4006000000000007,1.0,5.0,7.0
CHEMBL258814,O=C(O)CSc1nc(-c2ccccc2)cc(C(F)(F)F)n1,active,314.288,3.339100000000001,1.0,4.0,7.0
CHEMBL272448,O=C(O)C1CCCCC1C(=O)Nc1ccc(Oc2cccc3ccccc23)cc1,active,389.4510000000001,5.461600000000004,2.0,3.0,7.468521082957745
CHEMBL272419,O=C(O)C(O)C(O)c1nc2cc3ccccc3cc2[nH]1,active,272.26,1.195,4.0,4.0,7.337242168318426
CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive,360.3180000000001,1.7612999999999996,5.0,7.0,4.197226274708024
CHEMBL414850,O=C(NCc1ccc(F)cc1)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,active,430.4610000000001,2.3345000000000007,2.0,6.0,8.602059991327963
CHEMBL261703,O=C(/C=C/c1cc(O)c(O)cc1[N+](=O)[O-])O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,active,450.3120000000002,1.5776999999999999,5.0,11.0,7.154901959985743
CHEMBL260778,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,intermediate,405.3150000000001,1.6694999999999998,5.0,9.0,5.431798275933005
CHEMBL414850,O=C(NCc1ccc(F)cc1)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,active,430.4610000000001,2.3345000000000007,2.0,6.0,6.920818753952375
CHEMBL261703,O=C(/C=C/c1cc(O)c(O)cc1[N+](=O)[O-])O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,inactive,450.3120000000002,1.5776999999999999,5.0,11.0,4.282329496997738
CHEMBL260778,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,inactive,405.3150000000001,1.6694999999999998,5.0,9.0,3.607303046740334
CHEMBL261703,O=C(/C=C/c1cc(O)c(O)cc1[N+](=O)[O-])O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,active,450.3120000000002,1.5776999999999999,5.0,11.0,7.522878745280337
CHEMBL260778,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,active,405.3150000000001,1.6694999999999998,5.0,9.0,7.585026652029182
CHEMBL414850,O=C(NCc1ccc(F)cc1)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,active,430.4610000000001,2.3345000000000007,2.0,6.0,9.301029995663981
CHEMBL261703,O=C(/C=C/c1cc(O)c(O)cc1[N+](=O)[O-])O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,active,450.3120000000002,1.5776999999999999,5.0,11.0,6.823908740944319
CHEMBL260778,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,intermediate,405.3150000000001,1.6694999999999998,5.0,9.0,5.853871964321762
CHEMBL261703,O=C(/C=C/c1cc(O)c(O)cc1[N+](=O)[O-])O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,inactive,450.3120000000002,1.5776999999999999,5.0,11.0,4.681936665037238
CHEMBL260778,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O,inactive,405.3150000000001,1.6694999999999998,5.0,9.0,4.262012673666569
CHEMBL259780,CC(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1,active,319.336,2.2544000000000004,3.0,5.0,8.0
CHEMBL401801,CN1CCN(C(=O)c2cc(F)ccc2CNC(=O)c2nc(C(C)(C)C)n(C)c(=O)c2O)CC1,active,459.5220000000003,1.2401000000000006,2.0,7.0,6.309803919971486
CHEMBL261106,Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2C(=O)N2CCCC2)c(O)c1=O,active,430.4800000000003,2.0885000000000002,2.0,6.0,6.638272163982407
CHEMBL410444,CN(C)C(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,active,404.4420000000002,1.5543,2.0,6.0,6.7447274948966935
CHEMBL260913,Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2C(=O)NCC(F)(F)F)c(O)c1=O,active,458.41200000000015,2.1446,3.0,6.0,7.045757490560675
CHEMBL260082,CC(C)NC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,active,418.46900000000016,1.9907,3.0,6.0,7.045757490560675
CHEMBL430049,CCCNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,active,418.46900000000016,1.9923000000000006,3.0,6.0,7.154901959985743
CHEMBL408938,CCNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,active,404.4420000000002,1.6022,3.0,6.0,7.154901959985743
CHEMBL258681,Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2C(N)=O)c(O)c1=O,active,376.38800000000015,0.9513999999999998,3.0,6.0,7.698970004336019
CHEMBL258682,Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2S(C)(=O)=O)c(O)c1=O,active,411.45500000000015,1.2559999999999998,2.0,7.0,7.698970004336019
CHEMBL260665,Cc1noc(-c2cc(F)ccc2CNC(=O)c2nc(C(C)(C)C)n(C)c(=O)c2O)n1,active,415.42500000000024,2.21092,2.0,8.0,7.698970004336019
CHEMBL411299,CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,active,390.4150000000002,1.2121,3.0,6.0,7.698970004336019
CHEMBL408075,Cn1c(C(C)(C)C)nc(C(=O)NCc2cccc3cc[nH]c23)c(O)c1=O,active,354.4100000000001,2.1946999999999997,3.0,5.0,7.698970004336019
CHEMBL259125,CCOc1ccccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,active,359.42600000000004,2.1121000000000003,2.0,6.0,7.698970004336019
CHEMBL407651,Cn1c(C(C)(C)C)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,active,333.36300000000006,1.8524999999999996,2.0,5.0,8.0
CHEMBL259336,CC(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2S(C)(=O)=O)n1,active,397.4280000000001,1.6579,3.0,7.0,7.221848749616356
CHEMBL262067,Cc1noc(-c2cc(F)ccc2CNC(=O)c2nc(C(C)(C)C)nc(O)c2O)n1,active,401.3980000000002,2.612820000000001,3.0,8.0,7.698970004336019
CHEMBL408076,CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)nc(O)c1O,active,376.38800000000015,1.6139999999999999,4.0,6.0,7.698970004336019
CHEMBL259779,CC(C)(C)c1nc(O)c(O)c(C(=O)NCc2cccc3cc[nH]c23)n1,active,340.38300000000004,2.5966000000000005,4.0,5.0,8.0
CHEMBL259573,CCOc1ccccc1CNC(=O)c1nc(C(C)(C)C)nc(O)c1O,active,345.399,2.514000000000001,3.0,6.0,8.0
CHEMBL263887,CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cccc(OC)c12,inactive,397.4020000000001,4.025000000000003,1.0,6.0,4.065097741677686
CHEMBL204656,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,active,447.8900000000002,4.281000000000002,2.0,5.0,8.397940008672037
